   1.4925933170455703E-003   7.0849367385912743E-002
   2.9851866444122964E-003   7.0780938582857972E-002
   4.4777800044822121E-003   7.0674739174715243E-002
   5.9703734457223125E-003   7.0528218245735685E-002
   7.4629670609153839E-003   7.0340200341207443E-002
   8.9555610074699091E-003   7.0110508718961032E-002
   1.0448155526739028E-002   6.9839595677218425E-002
   1.1940750962225903E-002   6.9528244812661802E-002
   1.3433347774315117E-002   6.9177281261772985E-002
   1.4925946552639267E-002   6.8787558985143354E-002
   1.6418548026771503E-002   6.8359705693704836E-002
   1.7911153075131574E-002   6.7894180084242639E-002
   1.9403762732671685E-002   6.7391235474542968E-002
   2.0896378197251982E-002   6.6851092621781266E-002
   2.2389000834339201E-002   6.6273803258495120E-002
   2.3881632181106980E-002   6.5659330678887295E-002
   2.5374273942816113E-002   6.5007643349334204E-002
   2.6866927993095754E-002   6.4318817176763937E-002
   2.8359596376636560E-002   6.3593109652598359E-002
   2.9852281297540029E-002   6.2830789449739369E-002
   3.1344985110507033E-002   6.2032156052163723E-002
   3.2837710305828369E-002   6.1197549171191419E-002
   3.4330459495672247E-002   6.0327821547079614E-002
   3.5823235396913268E-002   5.9423908926722079E-002
   3.7316040811832964E-002   5.8486782804847634E-002
   3.8808878605906691E-002   5.7517444131965252E-002
   4.0301751678975366E-002   5.6516634447212527E-002
   4.1794662931289410E-002   5.5485988755398619E-002
   4.3287615228077413E-002   5.4428446342693948E-002
   4.4780611356822993E-002   5.3344742126597594E-002
   4.6273653991655367E-002   5.2237422212613058E-002
   4.7766745238909024E-002   5.1108402636322214E-002
   4.9259887184817906E-002   4.9960499060736817E-002
   5.0753081969834024E-002   4.8796253380036209E-002
   5.2246331598886496E-002   4.7619587657294515E-002
   5.3739637857122560E-002   4.6434122085549943E-002
   5.5233002403833900E-002   4.5248385950918006E-002
   5.6726426666616439E-002   4.4095774188662715E-002
   5.8219911752667886E-002   4.3081431801875701E-002
   5.9713457234722586E-002   4.2526679522591218E-002
   6.1207061493347176E-002   4.2327942543062269E-002
   6.2700715454902203E-002   4.2417903557527593E-002
   6.4194404178358130E-002   4.2720992296685953E-002
   6.5688114925566851E-002   4.3035309659770364E-002
   6.7181842659326751E-002   4.3298053068264244E-002
   6.8675586263519148E-002   4.3498868031061830E-002
   7.0169345945084477E-002   4.3629873734795925E-002
   7.1663122038322452E-002   4.3701901474176574E-002
   7.3156915063197173E-002   4.3711027498399058E-002
   7.4650725709755131E-002   4.3654286494109726E-002
   7.6144554754130747E-002   4.3545715464351320E-002
   7.7638402980042848E-002   4.3383117291228415E-002
   7.9132270947587985E-002   4.3164677559314649E-002
   8.0626158855506780E-002   4.2909494642035660E-002
   8.2120066504093772E-002   4.2612174010282215E-002
   8.3613993288112962E-002   4.2279732875849109E-002
   8.5107936609854704E-002   4.1924461492152600E-002
   8.6601894221710510E-002   4.1545829743984512E-002
   8.8095861384826044E-002   4.1146460271894829E-002
   8.9589834055855300E-002   4.0762982602461022E-002
   9.1083809624556186E-002   4.0396197170797489E-002
   9.2577782805512557E-002   4.0036749009928076E-002
   9.4071750634060647E-002   3.9690253694977494E-002
   9.5565712588870089E-002   3.9345233293972631E-002
   9.7059669001068091E-002   3.9002996958377660E-002
   9.8553620435826675E-002   3.8661608224669936E-002
  0.10004756762363241        3.8322070080395551E-002
  0.10154151128782807        3.7984645287305267E-002
  0.10303545207372976        3.7645332439081927E-002
  0.10452939064795298        3.7309631577064850E-002
  0.10602332767724969        3.6973135636952335E-002
  0.10751726374601119        3.6635431863767998E-002
  0.10901119935293464        3.6301761414145234E-002
  0.11050513439652956        3.5965984294815949E-002
  0.11199906912694965        3.5636970729901754E-002
  0.11349300390731054        3.5303325388457013E-002
  0.11498693901263433        3.4971620497202434E-002
  0.11648087468792608        3.4645864224614673E-002
  0.11797481114313377        3.4323073269065876E-002
  0.11946874856144106        3.4005686732047465E-002
  0.12096268713829596        3.3691313962995004E-002
  0.12245662701296994        3.3372179540691556E-002
  0.12395056836824801        3.3058004409733568E-002
  0.12544451139247223        3.2749650157515332E-002
  0.12693845628038636        3.2437858825630474E-002
  0.12843240319930296        3.2133803993217462E-002
  0.12992635231349250        3.1833076308737766E-002
  0.13142030352257039        3.1535248802796602E-002
  0.13291425680153324        3.1238956295091238E-002
  0.13440821230825248        3.0951753699394600E-002
  0.13590217017169512        3.0664405978845503E-002
  0.13739613050189545        3.0380956611111867E-002
  0.13889009344634676        3.0104254417868223E-002
  0.14038405912198665        2.9824919828590781E-002
  0.14187802762082088        2.9552640522518440E-002
  0.14337199904119022        2.9281516755917933E-002
  0.14486597331304932        2.9018181131718397E-002
  0.14635995001981306        2.8754320862307399E-002
  0.14785392924726520        2.8499911571892685E-002
  0.14934791109253778        2.8247779050387278E-002
  0.15084189565910000        2.7996514848143545E-002
  0.15233588305698006        2.7753219826956183E-002
  0.15382987338909457        2.7511851660574495E-002
  0.15532386676135648        2.7272485871924684E-002
  0.15681786329454522        2.7024812533185151E-002
  0.15831186310014367        2.6774361377549290E-002
  0.15980586627488291        2.6504966500281411E-002
  0.16129987291312148        2.6222906881325843E-002
  0.16279388311117457        2.5921500622863820E-002
  0.16428789696975551        2.5593492047184373E-002
  0.16578191440284765        2.5247737668933474E-002
  0.16727593532861149        2.4882725081951020E-002
  0.16876995984027413        2.4503525086373362E-002
  0.17026398803346518        2.4112159320678339E-002
  0.17175801999629658        2.3709601033546527E-002
  0.17325205582662156        2.3298528065713194E-002
  0.17474609561674254        2.2883927679910862E-002
  0.17624013945684217        2.2460948413218353E-002
  0.17773418743363861        2.2042119435413447E-002
  0.17922823962894982        2.1622848975295816E-002
  0.18072229612368207        2.1200854362038567E-002
  0.18221635700155558        2.0790086975650591E-002
  0.18371042233782725        2.0387235129792326E-002
  0.18520449219801180        1.9994778586431040E-002
  0.18669856664335291        1.9613930562542656E-002
  0.18819264573681346        1.9243006971620652E-002
  0.18968672954422189        1.8878546696007803E-002
  0.19118081813436413        1.8525594401161739E-002
  0.19267491157712469        1.8177723031045562E-002
  0.19416900994164324        1.7837349778577039E-002
  0.19566311287957316        1.7500183068525365E-002
  0.19715722031204219        1.7170092001762619E-002
  0.19865133230506879        1.6844799946209806E-002
  0.20014544892507788        1.6525258935365970E-002
  0.20163957023555623        1.6208792837335142E-002
