# Athena++ data at time=8.000000e-02  cycle=1634  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0002 -4.99023e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0003 -4.97070e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0004 -4.95117e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0005 -4.93164e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0006 -4.91211e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0007 -4.89258e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0008 -4.87305e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0009 -4.85352e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0010 -4.83398e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0011 -4.81445e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0012 -4.79492e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0013 -4.77539e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0014 -4.75586e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0015 -4.73633e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0016 -4.71680e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0017 -4.69727e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
0018 -4.67773e-01  1.00000e+00  2.00000e+01  1.00000e+01  0.00000e+00  0.00000e+00  1.41047e+00  1.41047e+00  0.00000e+00
