8   6.3576843124464616E-005
16   4.7497799615720415E-005
32   3.0131990054732479E-005
64 1.7140149805700344E-005
128   9.1636831274605965E-006
256   4.7408004987518522E-006
512   2.4116296043801731E-006
1024   1.2165252776147859E-006
2048   6.1142128260396117E-007
