   1.7375195794757631E-002   3.2338484462466808E-005   3.9577326832438000E-007
   3.6680729426268883E-002   1.3597043494977548E-004   8.8138797972584790E-007
   5.5985733846911481E-002   2.8660462641811490E-004   1.4681579818657368E-006
   7.5289728435352823E-002   4.4950095067800521E-004   2.1379302878326264E-006
   9.4592385705192378E-002   5.8929366279580236E-004   2.8348861162246143E-006
  0.11389364986721533        6.7927886475545297E-004   3.5003377596570833E-006
  0.13319383274880794        7.0800574746968895E-004   4.0941192095223898E-006
  0.15249359778515523        6.8117194896115711E-004   4.6083906369515459E-006
  0.17179382002992702        6.1760566546754643E-004   5.0661628504802444E-006
  0.19109531728295334        5.3931228099717140E-004   5.5051365706754769E-006
  0.21039854529178861        4.5915358797052726E-004   5.9611540226859113E-006
  0.22970286198162498        3.7641749246804268E-004   6.4613226043169467E-006
  0.24900668356264333        2.8979788222075929E-004   7.0229583934930889E-006
  0.26830995601195340        2.2663183216398494E-004   7.6522131822642276E-006
  0.28761356115448045        2.5118467391070404E-004   8.3310636062675718E-006
  0.30691767585543056        3.5087771861450556E-004   9.0373959849244788E-006
  0.32622069200603709        4.5489588936085517E-004   9.7338322526247499E-006
  0.34552144366858067        5.2101259516910633E-004   1.0401960842271081E-005
  0.36482026209875379        5.3173090024811998E-004   1.1053148142491457E-005
  0.38411814412765000        4.9009737102312021E-004   1.1689385483788380E-005
  0.40341641618161095        4.2160253859923919E-004   1.2302516233294866E-005
  0.42271634758612547        3.7441260595633488E-004   1.2918467492945821E-005
  0.44201865399336487        3.9021707260141001E-004   1.3583311530678133E-005
  0.46132221222914593        4.5175947378150685E-004   1.4318727654925967E-005
  0.48062468516009399        5.1281472307318466E-004   1.5129044677128284E-005
  0.49992621046320923        5.4833360941387605E-004   1.6010101363241189E-005
  0.51922813451163718        5.5883631474891145E-004   1.6914048734214758E-005
  0.53853134184889662        5.5916669330778124E-004   1.7792874460660097E-005
  0.55783416276699938        5.6198066328325721E-004   1.8638575836775331E-005
  0.57713445420813003        5.6429435521545873E-004   1.9455270595443872E-005
  0.59643239936975745        5.5012624984299640E-004   2.0244477748539529E-005
  0.61572928023129680        5.0484166769011545E-004   2.1035684156279136E-005
  0.63502676553473170        4.2634091358516719E-004   2.1854818864297720E-005
  0.65432631354346227        3.2859367073496151E-004   2.2728512415328308E-005
  0.67362857051634506        2.4053221176175254E-004   2.3667501513398653E-005
  0.69293188840380215        1.9705451889305466E-004   2.4659373455281526E-005
  0.71223388384437591        2.0440968286328888E-004   2.5688945880101554E-005
  0.73153494075646253        2.3899872328244899E-004   2.6729626661105644E-005
  0.75083648624844634        2.9856621863958268E-004   2.7771094727527281E-005
  0.77013950309920021        3.9071332771218394E-004   2.8814517152937067E-005
  0.78944250846512687        5.0332609032661350E-004   2.9865696346113387E-005
  0.80874314969835170        6.0870846401970180E-004   3.0932329364457313E-005
  0.82804145291207742        6.7908314700204349E-004   3.2012984937007663E-005
  0.84733861792573695        6.9647093620908587E-004   3.3127117034081173E-005
  0.86663625212078577        6.5752801057797068E-004   3.4291731574632715E-005
  0.88593580091963509        5.7445127129793791E-004   3.5510206487819401E-005
  0.90523798411296064        4.7182629916324128E-004   3.6783778282699758E-005
  0.92454143466155436        3.7848063697893314E-004   3.8099453867668569E-005
  0.94384368084920012        3.1326700722103090E-004   3.9439472210233988E-005
  0.96314487518139080        2.7449243848045880E-004   4.0800243526078286E-005
  0.98244634686945875        2.5527806411297074E-004   4.2183913598603723E-005
   1.0017491979220476        2.6719432056966500E-004   4.3598783207978851E-005
   1.0210526169993244        3.2197232345079746E-004   4.5051056021514575E-005
   1.0403541176293158        4.0096016313209221E-004   4.6542276992880187E-005
   1.0596533267422432        4.7303202471102296E-004   4.8082957663838148E-005
   1.0789512171003830        5.1737183152590442E-004   4.9674572532732811E-005
   1.0982492295174557        5.3049398480712478E-004   5.1317725493320811E-005
   1.1175487647523044        5.2582044277432586E-004   5.3012555217418123E-005
   1.1368506909131522        5.2459590245351588E-004   5.4770775446692839E-005
   1.1561542784068761        5.3777748982258681E-004   5.6585863276186580E-005
   1.1754569856796104        5.5538622668099152E-004   5.8443023520397058E-005
   1.1947584238674869        5.5818284377576817E-004   6.0344353874828892E-005
   1.2140597487341709        5.3644547046900531E-004   6.2283260763030702E-005
