   1.9305763016591201E-002   3.9766443838391521E-005   2.5965160662737102E-007   1.9944315774374832E-016
   3.8611262993160818E-002   1.4944205199680292E-004   5.1574623235063298E-007   2.8649942947869983E-016
   5.7916185359869261E-002   3.0295385507857680E-004   7.8950460241662013E-007   3.5376176959707034E-016
   7.7220056836371467E-002   4.6505616293320191E-004   1.0813302727992819E-006   4.0899595253208192E-016
   9.6522570270807059E-002   6.0085710309276978E-004   1.3780450358425699E-006   4.5363947693923498E-016
  0.11582370351351624        6.8494559749760484E-004   1.6608204954300824E-006   4.9574234815264496E-016
  0.13512380704837496        7.0759136042243260E-004   1.9142807448157423E-006   5.3549976745781879E-016
  0.15442357208370416        6.7608899767810293E-004   2.1309538800064878E-006   5.7409012797652050E-016
  0.17372388211176421        6.1011872426723938E-004   2.3119753754399093E-006   6.0754227081474254E-016
  0.19302553314868270        5.3129777805860942E-004   2.4674018710876446E-006   6.3933889644098278E-016
  0.21232892185724792        4.5108636938215888E-004   2.6125233881150378E-006   6.6747072668125216E-016
  0.23163325175545593        3.6782170678737965E-004   2.7646623009427405E-006   6.9711311394556664E-016
  0.25093700251587409        2.8152432327374107E-004   2.9365934001511727E-006   7.2648785305511658E-016
  0.27024028251422910        2.2423381395566939E-004   3.1328251718349109E-006   7.5298474912660958E-016
  0.28954397868286830        2.5902490019886093E-004   3.3480009638534956E-006   7.8355844884809184E-016
  0.30884807922935376        3.6202793736826727E-004   3.5729444711370048E-006   8.0457326331203298E-016
  0.32815086630998275        4.6366477935505372E-004   3.7990474221136314E-006   8.3207198509305804E-016
  0.34745137002315646        5.2468976723025248E-004   4.0210386166443181E-006   8.5879199520454013E-016
  0.36675001294958820        5.2969085352575981E-004   4.2498443933557953E-006   8.8450345481115227E-016
  0.38604783845462609        4.8382411282327258E-004   4.4894486925324726E-006   9.0963677665030265E-016
  0.40534618817000179        4.1499081485662061E-004   4.7313250298672126E-006   9.3159036942978427E-016
  0.42464630176481555        3.7288655676429337E-004   4.9714486938869010E-006   9.5506540923866757E-016
  0.44394880181502977        3.9509057036617103E-004   5.2095801270841896E-006   9.7608105122302321E-016
  0.46325234138232241        4.5851956216224103E-004   5.4473565277905698E-006   9.9931571124141189E-016
  0.48255472213551387        5.1766953946276830E-004   5.6965716418402590E-006   1.0227928436479586E-015
  0.50185627755179762        5.5031929928307951E-004   5.9629669912511814E-006   1.0435623935383004E-015
  0.52115836912406577        5.5903220506557097E-004   6.2431214596373284E-006   1.0650744683490935E-015
  0.54046168400004924        5.5923293309715445E-004   6.5265181015997243E-006   1.0864366911178699E-015
  0.55976427849845967        5.6243144353507039E-004   6.8081604350663126E-006   1.1063401743379926E-015
  0.57906423169908405        5.6391723271421480E-004   7.1033002347511124E-006   1.1185319809626891E-015
  0.59836192633205187        5.4715017460459916E-004   7.4094400990371573E-006   1.1338430216152283E-015
  0.61765870858962135        4.9837931037736603E-004   7.7292110398213623E-006   1.1531603945040263E-015
