# Athena++ data at time=1.000000e-01  cycle=77  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002 -4.96094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0003 -4.88281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0004 -4.80469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0005 -4.72656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0006 -4.64844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0007 -4.57031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0008 -4.49219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0009 -4.41406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0010 -4.33594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0011 -4.25781e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0012 -4.17969e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0013 -4.10156e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0014 -4.02344e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0015 -3.94531e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0016 -3.86719e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0017 -3.78906e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0018 -3.71094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0019 -3.63281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0020 -3.55469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0021 -3.47656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0022 -3.39844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0023 -3.32031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0024 -3.24219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0025 -3.16406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0026 -3.08594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0027 -3.00781e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0028 -2.92969e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0029 -2.85156e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0030 -2.77344e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0031 -2.69531e-01  1.00000e+00  1.00000e+00  7.26999e-17  0.00000e+00  0.00000e+00
0032 -2.61719e-01  1.00000e+00  1.00000e+00  1.25363e-15  0.00000e+00  0.00000e+00
0033 -2.53906e-01  1.00000e+00  1.00000e+00  2.02817e-14  0.00000e+00  0.00000e+00
0034 -2.46094e-01  1.00000e+00  1.00000e+00  2.91000e-13  0.00000e+00  0.00000e+00
0035 -2.38281e-01  1.00000e+00  1.00000e+00  3.89829e-12  0.00000e+00  0.00000e+00
0036 -2.30469e-01  1.00000e+00  1.00000e+00  4.89064e-11  0.00000e+00  0.00000e+00
0037 -2.22656e-01  1.00000e+00  1.00000e+00  5.71678e-10  0.00000e+00  0.00000e+00
0038 -2.14844e-01  1.00000e+00  1.00000e+00  6.18729e-09  0.00000e+00  0.00000e+00
0039 -2.07031e-01  1.00000e+00  1.00000e+00  6.14693e-08  0.00000e+00  0.00000e+00
0040 -1.99219e-01  1.00000e+00  9.99999e-01  5.54027e-07  0.00000e+00  0.00000e+00
0041 -1.91406e-01  9.99997e-01  9.99994e-01  4.45934e-06  0.00000e+00  0.00000e+00
0042 -1.83594e-01  9.99978e-01  9.99956e-01  3.13960e-05  0.00000e+00  0.00000e+00
0043 -1.75781e-01  9.99867e-01  9.99734e-01  1.88354e-04  0.00000e+00  0.00000e+00
0044 -1.67969e-01  9.99340e-01  9.98680e-01  9.33920e-04  0.00000e+00  0.00000e+00
0045 -1.60156e-01  9.97375e-01  9.94758e-01  3.71305e-03  0.00000e+00  0.00000e+00
0046 -1.52344e-01  9.91810e-01  9.83700e-01  1.15954e-02  0.00000e+00  0.00000e+00
0047 -1.44531e-01  9.79964e-01  9.60374e-01  2.84508e-02  0.00000e+00  0.00000e+00
0048 -1.36719e-01  9.60575e-01  9.22801e-01  5.62771e-02  0.00000e+00  0.00000e+00
0049 -1.28906e-01  9.34811e-01  8.74010e-01  9.37186e-02  0.00000e+00  0.00000e+00
0050 -1.21094e-01  9.05061e-01  8.19291e-01  1.37616e-01  0.00000e+00  0.00000e+00
0051 -1.13281e-01  8.73396e-01  7.62975e-01  1.85141e-01  0.00000e+00  0.00000e+00
0052 -1.05469e-01  8.41095e-01  7.07580e-01  2.34516e-01  0.00000e+00  0.00000e+00
0053 -9.76562e-02  8.08833e-01  6.54333e-01  2.84784e-01  0.00000e+00  0.00000e+00
0054 -8.98438e-02  7.76963e-01  6.03775e-01  3.35434e-01  0.00000e+00  0.00000e+00
0055 -8.20312e-02  7.45680e-01  5.56124e-01  3.86173e-01  0.00000e+00  0.00000e+00
0056 -7.42188e-02  7.15105e-01  5.11446e-01  4.36800e-01  0.00000e+00  0.00000e+00
0057 -6.64062e-02  6.85334e-01  4.69742e-01  4.87145e-01  0.00000e+00  0.00000e+00
0058 -5.85938e-02  6.56470e-01  4.31003e-01  5.37009e-01  0.00000e+00  0.00000e+00
0059 -5.07812e-02  6.28673e-01  3.95280e-01  5.86065e-01  0.00000e+00  0.00000e+00
0060 -4.29688e-02  6.02294e-01  3.62791e-01  6.33643e-01  0.00000e+00  0.00000e+00
0061 -3.51562e-02  5.77954e-01  3.34175e-01  6.78301e-01  0.00000e+00  0.00000e+00
0062 -2.73438e-02  5.57537e-01  3.10680e-01  7.16925e-01  0.00000e+00  0.00000e+00
0063 -1.95312e-02  5.42478e-01  2.94525e-01  7.45312e-01  0.00000e+00  0.00000e+00
0064 -1.17188e-02  5.33873e-01  2.86276e-01  7.59267e-01  0.00000e+00  0.00000e+00
0065 -3.90625e-03  5.34467e-01  2.84343e-01  7.63054e-01  0.00000e+00  0.00000e+00
0066  3.90625e-03  5.33373e-01  2.84409e-01  7.63074e-01  0.00000e+00  0.00000e+00
