# Athena++ data at time=1.000000e-01  cycle=77  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0067  1.17188e-02  5.33289e-01  2.85367e-01  7.61488e-01  0.00000e+00  0.00000e+00
0068  1.95312e-02  5.32823e-01  2.85812e-01  7.60638e-01  0.00000e+00  0.00000e+00
0069  2.73438e-02  5.33337e-01  2.86227e-01  7.60180e-01  0.00000e+00  0.00000e+00
0070  3.51562e-02  5.34843e-01  2.86225e-01  7.59749e-01  0.00000e+00  0.00000e+00
0071  4.29688e-02  5.34686e-01  2.86151e-01  7.59822e-01  0.00000e+00  0.00000e+00
0072  5.07812e-02  5.31015e-01  2.85992e-01  7.59850e-01  0.00000e+00  0.00000e+00
0073  5.85938e-02  5.13677e-01  2.85896e-01  7.59895e-01  0.00000e+00  0.00000e+00
0074  6.64062e-02  4.65586e-01  2.85929e-01  7.60007e-01  0.00000e+00  0.00000e+00
0075  7.42188e-02  3.78673e-01  2.86057e-01  7.60236e-01  0.00000e+00  0.00000e+00
0076  8.20312e-02  2.82036e-01  2.86255e-01  7.60667e-01  0.00000e+00  0.00000e+00
0077  8.98438e-02  2.23079e-01  2.86440e-01  7.61160e-01  0.00000e+00  0.00000e+00
0078  9.76562e-02  2.05076e-01  2.86540e-01  7.61467e-01  0.00000e+00  0.00000e+00
0079  1.05469e-01  2.02656e-01  2.86552e-01  7.61528e-01  0.00000e+00  0.00000e+00
0080  1.13281e-01  2.02694e-01  2.86536e-01  7.61496e-01  0.00000e+00  0.00000e+00
0081  1.21094e-01  2.02909e-01  2.86416e-01  7.61162e-01  0.00000e+00  0.00000e+00
0082  1.28906e-01  2.03271e-01  2.86025e-01  7.60032e-01  0.00000e+00  0.00000e+00
0083  1.36719e-01  2.03427e-01  2.85454e-01  7.58374e-01  0.00000e+00  0.00000e+00
0084  1.44531e-01  2.03466e-01  2.85215e-01  7.57685e-01  0.00000e+00  0.00000e+00
0085  1.52344e-01  2.03510e-01  2.85246e-01  7.57791e-01  0.00000e+00  0.00000e+00
0086  1.60156e-01  2.03679e-01  2.85705e-01  7.59156e-01  0.00000e+00  0.00000e+00
0087  1.67969e-01  2.04007e-01  2.86529e-01  7.61571e-01  0.00000e+00  0.00000e+00
0088  1.75781e-01  2.04030e-01  2.86457e-01  7.61371e-01  0.00000e+00  0.00000e+00
0089  1.83594e-01  2.03107e-01  2.83593e-01  7.53446e-01  0.00000e+00  0.00000e+00
0090  1.91406e-01  1.93381e-01  2.56969e-01  6.73375e-01  0.00000e+00  0.00000e+00
0091  1.99219e-01  1.61427e-01  1.76422e-01  3.79779e-01  0.00000e+00  0.00000e+00
0092  2.07031e-01  1.32468e-01  1.13115e-01  7.75095e-02  0.00000e+00  0.00000e+00
0093  2.14844e-01  1.25530e-01  1.00854e-01  5.32140e-03  0.00000e+00  0.00000e+00
0094  2.22656e-01  1.25019e-01  1.00031e-01  1.96474e-04  0.00000e+00  0.00000e+00
0095  2.30469e-01  1.25001e-01  1.00001e-01  5.43229e-06  0.00000e+00  0.00000e+00
0096  2.38281e-01  1.25000e-01  1.00000e-01  1.25869e-07  0.00000e+00  0.00000e+00
0097  2.46094e-01  1.25000e-01  1.00000e-01  2.60164e-09  0.00000e+00  0.00000e+00
0098  2.53906e-01  1.25000e-01  1.00000e-01  5.05647e-11  0.00000e+00  0.00000e+00
0099  2.61719e-01  1.25000e-01  1.00000e-01  9.36332e-13  0.00000e+00  0.00000e+00
0100  2.69531e-01  1.25000e-01  1.00000e-01  1.69258e-14  0.00000e+00  0.00000e+00
0101  2.77344e-01  1.25000e-01  1.00000e-01  1.69793e-16  0.00000e+00  0.00000e+00
0102  2.85156e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0103  2.92969e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0104  3.00781e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0105  3.08594e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0106  3.16406e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0107  3.24219e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0108  3.32031e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0109  3.39844e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0110  3.47656e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0111  3.55469e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0112  3.63281e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0113  3.71094e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0114  3.78906e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0115  3.86719e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0116  3.94531e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0117  4.02344e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0118  4.10156e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0119  4.17969e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0120  4.25781e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0121  4.33594e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0122  4.41406e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0123  4.49219e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0124  4.57031e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0125  4.64844e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0126  4.72656e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0127  4.80469e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0128  4.88281e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
0129  4.96094e-01  1.25000e-01  1.00000e-01  0.00000e+00  0.00000e+00  0.00000e+00
