# Athena++ data at time=1.000000e-01  cycle=242  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0179  1.93359e-01  1.15981e-01  8.84949e-02 -2.68921e-01 -1.93148e-01  0.00000e+00  7.50000e-01 -8.88811e-01  0.00000e+00
0180  1.97266e-01  1.15986e-01  8.84986e-02 -2.68777e-01 -1.93021e-01  0.00000e+00  7.50000e-01 -8.88877e-01  0.00000e+00
0181  2.01172e-01  1.15991e-01  8.85039e-02 -2.68599e-01 -1.92870e-01  0.00000e+00  7.50000e-01 -8.88955e-01  0.00000e+00
0182  2.05078e-01  1.15998e-01  8.85110e-02 -2.68379e-01 -1.92689e-01  0.00000e+00  7.50000e-01 -8.89051e-01  0.00000e+00
0183  2.08984e-01  1.16007e-01  8.85202e-02 -2.68110e-01 -1.92471e-01  0.00000e+00  7.50000e-01 -8.89166e-01  0.00000e+00
0184  2.12891e-01  1.16018e-01  8.85320e-02 -2.67782e-01 -1.92209e-01  0.00000e+00  7.50000e-01 -8.89306e-01  0.00000e+00
0185  2.16797e-01  1.16031e-01  8.85467e-02 -2.67383e-01 -1.91894e-01  0.00000e+00  7.50000e-01 -8.89475e-01  0.00000e+00
0186  2.20703e-01  1.16046e-01  8.85650e-02 -2.66900e-01 -1.91516e-01  0.00000e+00  7.50000e-01 -8.89679e-01  0.00000e+00
0187  2.24609e-01  1.16065e-01  8.85876e-02 -2.66317e-01 -1.91062e-01  0.00000e+00  7.50000e-01 -8.89923e-01  0.00000e+00
0188  2.28516e-01  1.16088e-01  8.86150e-02 -2.65618e-01 -1.90522e-01  0.00000e+00  7.50000e-01 -8.90216e-01  0.00000e+00
0189  2.32422e-01  1.16116e-01  8.86481e-02 -2.64783e-01 -1.89879e-01  0.00000e+00  7.50000e-01 -8.90564e-01  0.00000e+00
0190  2.36328e-01  1.16148e-01  8.86878e-02 -2.63793e-01 -1.89119e-01  0.00000e+00  7.50000e-01 -8.90977e-01  0.00000e+00
0191  2.40234e-01  1.16186e-01  8.87350e-02 -2.62624e-01 -1.88225e-01  0.00000e+00  7.50000e-01 -8.91464e-01  0.00000e+00
0192  2.44141e-01  1.16231e-01  8.87906e-02 -2.61253e-01 -1.87179e-01  0.00000e+00  7.50000e-01 -8.92033e-01  0.00000e+00
0193  2.48047e-01  1.16284e-01  8.88557e-02 -2.59657e-01 -1.85963e-01  0.00000e+00  7.50000e-01 -8.92696e-01  0.00000e+00
0194  2.51953e-01  1.16345e-01  8.89313e-02 -2.57810e-01 -1.84559e-01  0.00000e+00  7.50000e-01 -8.93463e-01  0.00000e+00
0195  2.55859e-01  1.16415e-01  8.90185e-02 -2.55687e-01 -1.82949e-01  0.00000e+00  7.50000e-01 -8.94343e-01  0.00000e+00
0196  2.59766e-01  1.16494e-01  8.91181e-02 -2.53266e-01 -1.81116e-01  0.00000e+00  7.50000e-01 -8.95347e-01  0.00000e+00
0197  2.63672e-01  1.16585e-01  8.92312e-02 -2.50522e-01 -1.79042e-01  0.00000e+00  7.50000e-01 -8.96484e-01  0.00000e+00
0198  2.67578e-01  1.16686e-01  8.93587e-02 -2.47437e-01 -1.76713e-01  0.00000e+00  7.50000e-01 -8.97762e-01  0.00000e+00
0199  2.71484e-01  1.16800e-01  8.95013e-02 -2.43991e-01 -1.74117e-01  0.00000e+00  7.50000e-01 -8.99189e-01  0.00000e+00
0200  2.75391e-01  1.16926e-01  8.96596e-02 -2.40170e-01 -1.71244e-01  0.00000e+00  7.50000e-01 -9.00771e-01  0.00000e+00
0201  2.79297e-01  1.17065e-01  8.98340e-02 -2.35963e-01 -1.68087e-01  0.00000e+00  7.50000e-01 -9.02513e-01  0.00000e+00
0202  2.83203e-01  1.17217e-01  9.00251e-02 -2.31364e-01 -1.64643e-01  0.00000e+00  7.50000e-01 -9.04417e-01  0.00000e+00
0203  2.87109e-01  1.17382e-01  9.02327e-02 -2.26371e-01 -1.60911e-01  0.00000e+00  7.50000e-01 -9.06484e-01  0.00000e+00
0204  2.91016e-01  1.17561e-01  9.04569e-02 -2.20986e-01 -1.56896e-01  0.00000e+00  7.50000e-01 -9.08712e-01  0.00000e+00
0205  2.94922e-01  1.17752e-01  9.06974e-02 -2.15217e-01 -1.52606e-01  0.00000e+00  7.50000e-01 -9.11100e-01  0.00000e+00
0206  2.98828e-01  1.17956e-01  9.09537e-02 -2.09077e-01 -1.48051e-01  0.00000e+00  7.50000e-01 -9.13641e-01  0.00000e+00
0207  3.02734e-01  1.18171e-01  9.12252e-02 -2.02583e-01 -1.43247e-01  0.00000e+00  7.50000e-01 -9.16327e-01  0.00000e+00
0208  3.06641e-01  1.18398e-01  9.15110e-02 -1.95758e-01 -1.38212e-01  0.00000e+00  7.50000e-01 -9.19151e-01  0.00000e+00
0209  3.10547e-01  1.18635e-01  9.18101e-02 -1.88628e-01 -1.32969e-01  0.00000e+00  7.50000e-01 -9.22101e-01  0.00000e+00
0210  3.14453e-01  1.18882e-01  9.21213e-02 -1.81223e-01 -1.27540e-01  0.00000e+00  7.50000e-01 -9.25164e-01  0.00000e+00
0211  3.18359e-01  1.19137e-01  9.24433e-02 -1.73577e-01 -1.21953e-01  0.00000e+00  7.50000e-01 -9.28326e-01  0.00000e+00
0212  3.22266e-01  1.19399e-01  9.27745e-02 -1.65727e-01 -1.16235e-01  0.00000e+00  7.50000e-01 -9.31573e-01  0.00000e+00
0213  3.26172e-01  1.19667e-01  9.31135e-02 -1.57712e-01 -1.10418e-01  0.00000e+00  7.50000e-01 -9.34887e-01  0.00000e+00
0214  3.30078e-01  1.19939e-01  9.34585e-02 -1.49573e-01 -1.04531e-01  0.00000e+00  7.50000e-01 -9.38252e-01  0.00000e+00
0215  3.33984e-01  1.20215e-01  9.38079e-02 -1.41353e-01 -9.86066e-02  0.00000e+00  7.50000e-01 -9.41651e-01  0.00000e+00
0216  3.37891e-01  1.20492e-01  9.41597e-02 -1.33096e-01 -9.26763e-02  0.00000e+00  7.50000e-01 -9.45064e-01  0.00000e+00
0217  3.41797e-01  1.20769e-01  9.45123e-02 -1.24845e-01 -8.67717e-02  0.00000e+00  7.50000e-01 -9.48474e-01  0.00000e+00
0218  3.45703e-01  1.21045e-01  9.48637e-02 -1.16644e-01 -8.09239e-02  0.00000e+00  7.50000e-01 -9.51863e-01  0.00000e+00
0219  3.49609e-01  1.21318e-01  9.52121e-02 -1.08536e-01 -7.51630e-02  0.00000e+00  7.50000e-01 -9.55213e-01  0.00000e+00
0220  3.53516e-01  1.21586e-01  9.55558e-02 -1.00564e-01 -6.95180e-02  0.00000e+00  7.50000e-01 -9.58507e-01  0.00000e+00
0221  3.57422e-01  1.21849e-01  9.58929e-02 -9.27671e-02 -6.40162e-02  0.00000e+00  7.50000e-01 -9.61728e-01  0.00000e+00
0222  3.61328e-01  1.22105e-01  9.62217e-02 -8.51837e-02 -5.86831e-02  0.00000e+00  7.50000e-01 -9.64860e-01  0.00000e+00
0223  3.65234e-01  1.22353e-01  9.65408e-02 -7.78495e-02 -5.35420e-02  0.00000e+00  7.50000e-01 -9.67889e-01  0.00000e+00
0224  3.69141e-01  1.22592e-01  9.68485e-02 -7.07969e-02 -4.86139e-02  0.00000e+00  7.50000e-01 -9.70801e-01  0.00000e+00
0225  3.73047e-01  1.22820e-01  9.71436e-02 -6.40548e-02 -4.39171e-02  0.00000e+00  7.50000e-01 -9.73584e-01  0.00000e+00
0226  3.76953e-01  1.23037e-01  9.74249e-02 -5.76485e-02 -3.94672e-02  0.00000e+00  7.50000e-01 -9.76229e-01  0.00000e+00
0227  3.80859e-01  1.23243e-01  9.76912e-02 -5.15990e-02 -3.52768e-02  0.00000e+00  7.50000e-01 -9.78726e-01  0.00000e+00
0228  3.84766e-01  1.23435e-01  9.79419e-02 -4.59227e-02 -3.13552e-02  0.00000e+00  7.50000e-01 -9.81068e-01  0.00000e+00
0229  3.88672e-01  1.23615e-01  9.81762e-02 -4.06317e-02 -2.77087e-02  0.00000e+00  7.50000e-01 -9.83251e-01  0.00000e+00
0230  3.92578e-01  1.23782e-01  9.83937e-02 -3.57332e-02 -2.43405e-02  0.00000e+00  7.50000e-01 -9.85271e-01  0.00000e+00
0231  3.96484e-01  1.23935e-01  9.85942e-02 -3.12295e-02 -2.12504e-02  0.00000e+00  7.50000e-01 -9.87129e-01  0.00000e+00
0232  4.00391e-01  1.24075e-01  9.87776e-02 -2.71186e-02 -1.84353e-02  0.00000e+00  7.50000e-01 -9.88824e-01  0.00000e+00
0233  4.04297e-01  1.24202e-01  9.89442e-02 -2.33938e-02 -1.58891e-02  0.00000e+00  7.50000e-01 -9.90360e-01  0.00000e+00
0234  4.08203e-01  1.24316e-01  9.90943e-02 -2.00443e-02 -1.36033e-02  0.00000e+00  7.50000e-01 -9.91741e-01  0.00000e+00
0235  4.12109e-01  1.24418e-01  9.92285e-02 -1.70557e-02 -1.15668e-02  0.00000e+00  7.50000e-01 -9.92973e-01  0.00000e+00
0236  4.16016e-01  1.24508e-01  9.93476e-02 -1.44102e-02 -9.76648e-03  0.00000e+00  7.50000e-01 -9.94063e-01  0.00000e+00
0237  4.19922e-01  1.24587e-01  9.94523e-02 -1.20874e-02 -8.18756e-03  0.00000e+00  7.50000e-01 -9.95021e-01  0.00000e+00
0238  4.23828e-01  1.24656e-01  9.95436e-02 -1.00647e-02 -6.81406e-03  0.00000e+00  7.50000e-01 -9.95854e-01  0.00000e+00
0239  4.27734e-01  1.24716e-01  9.96225e-02 -8.31799e-03 -5.62909e-03  0.00000e+00  7.50000e-01 -9.96574e-01  0.00000e+00
0240  4.31641e-01  1.24767e-01  9.96902e-02 -6.82254e-03 -4.61535e-03  0.00000e+00  7.50000e-01 -9.97190e-01  0.00000e+00
0241  4.35547e-01  1.24810e-01  9.97477e-02 -5.55317e-03 -3.75544e-03  0.00000e+00  7.50000e-01 -9.97713e-01  0.00000e+00
0242  4.39453e-01  1.24847e-01  9.97961e-02 -4.48507e-03 -3.03230e-03  0.00000e+00  7.50000e-01 -9.98153e-01  0.00000e+00
0243  4.43359e-01  1.24877e-01  9.98366e-02 -3.59419e-03 -2.42943e-03  0.00000e+00  7.50000e-01 -9.98520e-01  0.00000e+00
0244  4.47266e-01  1.24902e-01  9.98700e-02 -2.85766e-03 -1.93123e-03  0.00000e+00  7.50000e-01 -9.98823e-01  0.00000e+00
0245  4.51172e-01  1.24923e-01  9.98974e-02 -2.25414e-03 -1.52312e-03  0.00000e+00  7.50000e-01 -9.99072e-01  0.00000e+00
0246  4.55078e-01  1.24940e-01  9.99197e-02 -1.76398e-03 -1.19177e-03  0.00000e+00  7.50000e-01 -9.99274e-01  0.00000e+00
0247  4.58984e-01  1.24953e-01  9.99377e-02 -1.36943e-03 -9.25109e-04  0.00000e+00  7.50000e-01 -9.99436e-01  0.00000e+00
0248  4.62891e-01  1.24964e-01  9.99520e-02 -1.05466e-03 -7.12406e-04  0.00000e+00  7.50000e-01 -9.99566e-01  0.00000e+00
0249  4.66797e-01  1.24972e-01  9.99633e-02 -8.05754e-04 -5.44239e-04  0.00000e+00  7.50000e-01 -9.99668e-01  0.00000e+00
0250  4.70703e-01  1.24979e-01  9.99722e-02 -6.10679e-04 -4.12456e-04  0.00000e+00  7.50000e-01 -9.99749e-01  0.00000e+00
0251  4.74609e-01  1.24984e-01  9.99791e-02 -4.59139e-04 -3.10092e-04  0.00000e+00  7.50000e-01 -9.99811e-01  0.00000e+00
0252  4.78516e-01  1.24988e-01  9.99844e-02 -3.42451e-04 -2.31277e-04  0.00000e+00  7.50000e-01 -9.99859e-01  0.00000e+00
0253  4.82422e-01  1.24991e-01  9.99885e-02 -2.53386e-04 -1.71121e-04  0.00000e+00  7.50000e-01 -9.99896e-01  0.00000e+00
0254  4.86328e-01  1.24994e-01  9.99915e-02 -1.85994e-04 -1.25607e-04  0.00000e+00  7.50000e-01 -9.99923e-01  0.00000e+00
0255  4.90234e-01  1.24995e-01  9.99938e-02 -1.35444e-04 -9.14677e-05  0.00000e+00  7.50000e-01 -9.99944e-01  0.00000e+00
0256  4.94141e-01  1.24997e-01  9.99955e-02 -9.78525e-05 -6.60807e-05  0.00000e+00  7.50000e-01 -9.99960e-01  0.00000e+00
0257  4.98047e-01  1.24998e-01  9.99968e-02 -7.01366e-05 -4.73635e-05  0.00000e+00  7.50000e-01 -9.99971e-01  0.00000e+00
