0.0 1.08 0.95 1.2 0.01 0.5 0.5641895835477563 1.0155412503859613 0.5641895835477563
0.3084050519132341 1.08 0.95 1.2 0.01 0.5 0.5641895835477563 1.0155412503859613 0.5641895835477563
0.3084050519132341 1.4903 1.6558 0.60588 0.11235 0.55686 0.5641895835477563 1.4383167148174727 0.7990617071786872
0.5287448814644954 1.4903 1.6558 0.60588 0.11235 0.55686 0.5641895835477563 1.4383167148174727 0.7990617071786872
0.5287448814644954 1.4903 1.6558 0.60588 0.22157 0.30125 0.5641895835477563 1.5716347134098074 0.48700844851842323
0.5519452361111111 1.4903 1.6558 0.60588 0.22157 0.30125 0.5641895835477563 1.5716347134098074 0.48700844851842323
0.5519452361111111 1.6343 1.9317 0.57538 0.047601 0.24734 0.5641895835477563 1.4125614603285175 0.43772648839552675
0.615076 1.6343 1.9317 0.57538 0.047601 0.24734 0.5641895835477563 1.4125614603285175 0.43772648839552675
0.615076 1.4735 1.9317 0.57538 0.047601 0.24734 0.5641895835477563 1.4125614603285175 0.43772648839552675
0.6804225531914893 1.4735 1.9317 0.57538 0.047601 0.24734 0.5641895835477563 1.4125614603285175 0.43772648839552675
0.6804225531914893 1.309 1.5844 0.53432 -0.18411 0.17554 0.5641895835477563 1.6102816998828289 0.49899747716881304
0.7054885957363043 1.309 1.5844 0.53432 -0.18411 0.17554 0.5641895835477563 1.6102816998828289 0.49899747716881304
0.7054885957363043 1.309 1.5844 0.53432 -0.094572 -0.047286 0.5641895835477563 1.5078530809897337 0.7539265404948668
0.9527021877022654 1.309 1.5844 0.53432 -0.094572 -0.047286 0.5641895835477563 1.5078530809897337 0.7539265404948668
0.9527021877022654 1.0 1.0 0.0 0.0 0.0 0.5641895835477563 1.1283791670955126 0.5641895835477563
1.0 1.0 1.0 0.0 0.0 0.0 0.5641895835477563 1.1283791670955126 0.5641895835477563
